"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x574747417","x1102242232478777345",2019-03-03 16:20:01,"censia_salud","Personal de salud, eres uno de los grupos que vacunamos contra la #influenza https://t.co/mRbbSsM1eC","TweetDeck",76,,,,FALSE,FALSE,7,11,"influenza",,,,,"http://pbs.twimg.com/media/D0XmfwYWwAEys9t.jpg","https://t.co/mRbbSsM1eC","https://twitter.com/censia_salud/status/1102242232478777345/photo/1","photo","http://pbs.twimg.com/media/D0XmfwYWwAEys9t.jpg","https://t.co/mRbbSsM1eC","https://twitter.com/censia_salud/status/1102242232478777345/photo/1",,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/censia_salud/status/1102242232478777345","CeNSIA","Ciudad de México","Centro Nacional para la Salud de la Infancia y la Adolescencia de la Secretaría de Salud.","https://t.co/RFEyT6NgJg",FALSE,13435,397,132,14963,4755,2012-05-08 19:52:34,TRUE,"https://t.co/RFEyT6NgJg","https://www.gob.mx/salud/censia","es","https://pbs.twimg.com/profile_banners/574747417/1552056048","http://abs.twimg.com/images/themes/theme16/bg.gif","http://pbs.twimg.com/profile_images/1072601150384431104/MNJUlm83_normal.jpg"
"x574747417","x1103084275740565504",2019-03-06 00:06:00,"censia_salud","La #vacuna de #influenza es segura y GRATUITA.
Marzo es el último mes en que se aplicará esta vacuna. Y tú, ¿ya te vacunaste? https://t.co/hyiH1pz8I8","TweetDeck",125,,,,FALSE,FALSE,23,26,"vacuna influenza",,,,,"http://pbs.twimg.com/media/D07s6piWsAIFZUn.jpg","https://t.co/hyiH1pz8I8","https://twitter.com/censia_salud/status/1103084275740565504/photo/1","photo","http://pbs.twimg.com/media/D07s6piWsAIFZUn.jpg","https://t.co/hyiH1pz8I8","https://twitter.com/censia_salud/status/1103084275740565504/photo/1",,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/censia_salud/status/1103084275740565504","CeNSIA","Ciudad de México","Centro Nacional para la Salud de la Infancia y la Adolescencia de la Secretaría de Salud.","https://t.co/RFEyT6NgJg",FALSE,13435,397,132,14963,4755,2012-05-08 19:52:34,TRUE,"https://t.co/RFEyT6NgJg","https://www.gob.mx/salud/censia","es","https://pbs.twimg.com/profile_banners/574747417/1552056048","http://abs.twimg.com/images/themes/theme16/bg.gif","http://pbs.twimg.com/profile_images/1072601150384431104/MNJUlm83_normal.jpg"
"x574747417","x1102607131893788678",2019-03-04 16:30:00,"censia_salud","Si estás embarazada, es muy importante vacunarte contra la #influenza en esta temporada de frío. https://t.co/bUlNy7NinD","TweetDeck",96,,,,FALSE,FALSE,3,6,"influenza",,,,,"http://pbs.twimg.com/media/D0Xmwo1XgAAb6Il.jpg","https://t.co/bUlNy7NinD","https://twitter.com/censia_salud/status/1102607131893788678/photo/1","photo","http://pbs.twimg.com/media/D0Xmwo1XgAAb6Il.jpg","https://t.co/bUlNy7NinD","https://twitter.com/censia_salud/status/1102607131893788678/photo/1",,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/censia_salud/status/1102607131893788678","CeNSIA","Ciudad de México","Centro Nacional para la Salud de la Infancia y la Adolescencia de la Secretaría de Salud.","https://t.co/RFEyT6NgJg",FALSE,13435,397,132,14963,4755,2012-05-08 19:52:34,TRUE,"https://t.co/RFEyT6NgJg","https://www.gob.mx/salud/censia","es","https://pbs.twimg.com/profile_banners/574747417/1552056048","http://abs.twimg.com/images/themes/theme16/bg.gif","http://pbs.twimg.com/profile_images/1072601150384431104/MNJUlm83_normal.jpg"
"x574747417","x1101874807640084480",2019-03-02 16:00:00,"censia_salud","Personas con diabetes a vacunarse contra la #influenza https://t.co/bjibgQbDMk","TweetDeck",54,,,,FALSE,FALSE,10,11,"influenza",,,,,"http://pbs.twimg.com/media/D0XmLvpWsAAMMs0.jpg","https://t.co/bjibgQbDMk","https://twitter.com/censia_salud/status/1101874807640084480/photo/1","photo","http://pbs.twimg.com/media/D0XmLvpWsAAMMs0.jpg","https://t.co/bjibgQbDMk","https://twitter.com/censia_salud/status/1101874807640084480/photo/1",,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/censia_salud/status/1101874807640084480","CeNSIA","Ciudad de México","Centro Nacional para la Salud de la Infancia y la Adolescencia de la Secretaría de Salud.","https://t.co/RFEyT6NgJg",FALSE,13435,397,132,14963,4755,2012-05-08 19:52:34,TRUE,"https://t.co/RFEyT6NgJg","https://www.gob.mx/salud/censia","es","https://pbs.twimg.com/profile_banners/574747417/1552056048","http://abs.twimg.com/images/themes/theme16/bg.gif","http://pbs.twimg.com/profile_images/1072601150384431104/MNJUlm83_normal.jpg"
"x574747417","x1100849299175354368",2019-02-27 20:05:00,"censia_salud","Niñas y niños de entre 6 meses a menos de 5 años de edad tienen que ser vacunados contra #influenza. La vacuna es gratuita. https://t.co/9KkrW9oJOU","TweetDeck",123,,,,FALSE,FALSE,10,9,"influenza",,,,,"http://pbs.twimg.com/media/D0Wkz63X0AIHtrh.jpg","https://t.co/9KkrW9oJOU","https://twitter.com/censia_salud/status/1100849299175354368/photo/1","photo","http://pbs.twimg.com/media/D0Wkz63X0AIHtrh.jpg","https://t.co/9KkrW9oJOU","https://twitter.com/censia_salud/status/1100849299175354368/photo/1",,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/censia_salud/status/1100849299175354368","CeNSIA","Ciudad de México","Centro Nacional para la Salud de la Infancia y la Adolescencia de la Secretaría de Salud.","https://t.co/RFEyT6NgJg",FALSE,13435,397,132,14963,4755,2012-05-08 19:52:34,TRUE,"https://t.co/RFEyT6NgJg","https://www.gob.mx/salud/censia","es","https://pbs.twimg.com/profile_banners/574747417/1552056048","http://abs.twimg.com/images/themes/theme16/bg.gif","http://pbs.twimg.com/profile_images/1072601150384431104/MNJUlm83_normal.jpg"
"x345171971","x1104155882944950274",2019-03-08 23:04:11,"Maseual1","#Opciones MASEUAL. LLAMA SECRETARÍA DE #salud A NO BAJAR LA GUARDIA CONTRA LA #influenza https://t.co/fgTA4ZFftO @GobiernoMorelos @JJIMENEZO","Twitter Web Client",140,,,,FALSE,FALSE,0,0,"Opciones salud influenza",,"maseual.com.mx/noticias/?p=32…","https://t.co/fgTA4ZFftO","http://www.maseual.com.mx/noticias/?p=32816",,,,,,,,,"x137801914 x147615754","GobiernoMorelos JJIMENEZO","es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Maseual1/status/1104155882944950274","Periodismo Morelos","Morelos, México","Periodismo Independiente Morelos","https://t.co/goQfNdFbp9",FALSE,1339,567,27,28940,2674,2011-07-30 04:58:14,FALSE,"https://t.co/goQfNdFbp9","http://www.maseual.com.mx","es","https://pbs.twimg.com/profile_banners/345171971/1546651130","http://abs.twimg.com/images/themes/theme12/bg.gif","http://pbs.twimg.com/profile_images/1081359415054233601/xvPO2A7j_normal.jpg"
"x38593375","x1104147407636434950",2019-03-08 22:30:30,"katpete66","My plans for this weekend. However I am impressed with my immune system...not getting #sick until March is pretty big for a teacher. #commoncold https://t.co/nCBJf9xO0j","Twitter for iPhone",168,,,,FALSE,FALSE,0,0,"sick commoncold",,"mayoclinic.org/diseases-condi…","https://t.co/nCBJf9xO0j","https://www.mayoclinic.org/diseases-conditions/common-cold/in-depth/cold-remedies/art-20046403",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/katpete66/status/1104147407636434950","Katy-did","Fond du Lac, WI","They told me to use my head and keep my focus straight- shame on all of you for being stiff and so straight-laced.",,FALSE,45,110,0,2275,588,2009-05-08 03:12:32,FALSE,,,"en","https://pbs.twimg.com/profile_banners/38593375/1533175315","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/1054548812994412545/V-uLUkmE_normal.jpg"
"x36406830","x1104145844020891650",2019-03-08 22:24:17,"CIDRAP","CDC: #Flu activity still high, linked to 8 new kids' deaths https://t.co/0ZnJZXehZx #influenza https://t.co/oBxXz0E3BK","Hootsuite Inc.",94,,,,FALSE,FALSE,2,1,"Flu influenza",,"ow.ly/xaLG30nYIfj","https://t.co/0ZnJZXehZx","http://ow.ly/xaLG30nYIfj","http://pbs.twimg.com/media/D1K2yy3W0AAYkZ5.jpg","https://t.co/oBxXz0E3BK","https://twitter.com/CIDRAP/status/1104145844020891650/photo/1","photo","http://pbs.twimg.com/media/D1K2yy3W0AAYkZ5.jpg","https://t.co/oBxXz0E3BK","https://twitter.com/CIDRAP/status/1104145844020891650/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/CIDRAP/status/1104145844020891650","CIDRAP","Minneapolis, MN","the Center for Infectious Disease Research and Policy at the University of Minnesota","http://t.co/TMHsltUNna",FALSE,8799,149,445,17701,24,2009-04-29 16:56:19,FALSE,"http://t.co/TMHsltUNna","http://www.cidrap.umn.edu","en","https://pbs.twimg.com/profile_banners/36406830/1375910709","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/378800000050252463/650fc75242147dcde3a2d615d2510a76_normal.png"
"x36406830","x1101607592084811776",2019-03-01 22:18:11,"CIDRAP","US #flu activity stays high as 15 new deaths in kids reported https://t.co/NcCSEtNuaK #influenza https://t.co/rMOyUx0lwU","Hootsuite Inc.",96,,,,FALSE,FALSE,0,1,"flu influenza",,"ow.ly/bAOl30nTomL","https://t.co/NcCSEtNuaK","http://ow.ly/bAOl30nTomL","http://pbs.twimg.com/media/D0myRFeWwAE05fw.jpg","https://t.co/rMOyUx0lwU","https://twitter.com/CIDRAP/status/1101607592084811776/photo/1","photo","http://pbs.twimg.com/media/D0myRFeWwAE05fw.jpg","https://t.co/rMOyUx0lwU","https://twitter.com/CIDRAP/status/1101607592084811776/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/CIDRAP/status/1101607592084811776","CIDRAP","Minneapolis, MN","the Center for Infectious Disease Research and Policy at the University of Minnesota","http://t.co/TMHsltUNna",FALSE,8799,149,445,17701,24,2009-04-29 16:56:19,FALSE,"http://t.co/TMHsltUNna","http://www.cidrap.umn.edu","en","https://pbs.twimg.com/profile_banners/36406830/1375910709","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/378800000050252463/650fc75242147dcde3a2d615d2510a76_normal.png"
"x1932445350","x1104144824519806976",2019-03-08 22:20:14,"edipfeiffer","Check out our new article: Gelsemium, an Amazing Acute Care Remedy https://t.co/TlnyWA6qzm #Influenza #Flu #Fluremedies #Homeopathy https://t.co/XWA6CxApHB","Missinglettr",131,,,,FALSE,FALSE,0,0,"Influenza Flu Fluremedies Homeopathy",,"goo.gl/8D1meq","https://t.co/TlnyWA6qzm","https://goo.gl/8D1meq","http://pbs.twimg.com/media/D1K13dYX0AEgBZV.png","https://t.co/XWA6CxApHB","https://twitter.com/edipfeiffer/status/1104144824519806976/photo/1","photo","http://pbs.twimg.com/media/D1K13dYX0AEgBZV.png","https://t.co/XWA6CxApHB","https://twitter.com/edipfeiffer/status/1104144824519806976/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/edipfeiffer/status/1104144824519806976","Edi Pfeiffer","Berkeley, CA","Natural health and wellness purveyor, foodie, visual addict","https://t.co/XXLomD3oVp",FALSE,11,8,3,73,0,2013-10-04 00:12:26,FALSE,"https://t.co/XXLomD3oVp","http://www.berkeleyhomeopathy.com","en","https://pbs.twimg.com/profile_banners/1932445350/1478231617","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/794386636654026752/luHOY1NU_normal.jpg"
